phrase;opinion_value;standard_deviation;standard_error;phrase_type;manual_correction
zu schnell durchlesen;0.000;0.000;0.000;a;m
zu schwach;-0.417;0.534;0.154;a;
zu schwer;-0.400;0.000;0.000;a;m
zu sehr ähneln;0.000;0.000;0.000;a;m
zu sehr fair;0.000;0.000;0.000;a;m
zu sehr günstig;0.966;0.125;0.035;a;
zu stark abändern;0.000;0.000;0.000;a;
zu stark aufdrückt;0.000;0.000;0.000;a;m
zu super;0.938;0.165;0.074;a;
zu teuer;-0.397;0.621;0.082;a;
zu top;1.000;0.000;0.000;a;
zu umgangssprachlich;-0.400;0.000;0.000;a;m
zu unauffällig;-0.400;0.000;0.000;a;m
zu ungeahnten;0.000;0.000;0.000;a;m
zu unruhig;0.062;0.165;0.074;a;
zu verschmerzend;0.938;0.165;0.074;a;
zu wahr;0.958;0.138;0.056;a;
zu weit;-0.417;0.731;0.211;a;
zu weitläufig;0.500;0.164;0.062;a;
zu zickig;-0.400;0.000;0.000;a;m
zuerst Bedenken;0.000;0.000;0.000;n;m
zuerst etwas skeptisch;0.969;0.121;0.016;a;
zuerst folgend;1.000;0.000;0.000;a;
zuerst kalt;0.973;0.113;0.043;a;
zuerst kritisch;0.906;0.195;0.056;a;
zuerst nicht sicher;0.949;0.152;0.046;a;
zuerst recht skeptisch;0.938;0.165;0.074;a;
zuerst sehr skeptisch;0.909;0.193;0.028;a;
zuerst skeptisch;0.940;0.163;0.011;a;
zuerst verwirrend;0.938;0.165;0.074;a;
zufällig belauschen;0.000;0.000;0.000;a;m
zufällig gekauft;0.000;0.000;0.000;a;m
zufällig gestoßen;0.000;0.000;0.000;a;m
zufrieden;0.754;0.316;0.008;a;
Zufriedenheit;0.846;0.292;0.023;n;
zufriedenstellend;0.431;0.431;0.041;a;
zufriedenstellend Leistung;0.431;0.192;0.064;n;
zügig bearbeiten;0.938;0.165;0.074;a;
zügig erzählt;0.562;0.165;0.052;a;
zügig versenden;1.000;0.000;0.000;a;
zugleich amüsant;0.938;0.165;0.074;a;
zugleich anrührend;0.938;0.165;0.074;a;
zugleich anspruchsvoll;0.958;0.138;0.056;a;
zugleich beängstigend;-0.400;0.000;0.000;a;m
zugleich berührend;1.000;0.000;0.000;a;
zugleich bewegend;1.000;0.000;0.000;a;
zugleich dramatisch;0.958;0.138;0.056;a;
zugleich einfühlsam;1.000;0.000;0.000;a;
zugleich eingängig;1.000;0.000;0.000;a;
zugleich erschreckend;-0.400;0.000;0.000;a;m
zugleich fesselnd;0.997;0.040;0.009;a;
zugleich gefühlvoll;1.000;0.000;0.000;a;
zugleich geheimnisvoll;0.938;0.165;0.074;a;
zugleich humorvoll;0.906;0.195;0.056;a;
zugleich intelligent;0.958;0.138;0.056;a;
zugleich interessant;0.938;0.165;0.052;a;
zugleich kraftvoll;1.000;0.000;0.000;a;
zugleich lustig;0.938;0.165;0.052;a;
zugleich nachdenklich;0.984;0.087;0.031;a;
zugleich realistisch;1.000;0.000;0.000;a;
zugleich romantisch;0.966;0.125;0.035;a;
zugleich rührend;1.000;0.000;0.000;a;
zugleich sanft;0.969;0.174;0.062;a;
zugleich schön;0.938;0.165;0.052;a;
zugleich sehr spannend;1.000;0.000;0.000;a;
zugleich tragisch;1.000;0.000;0.000;a;
zugleich traurig;0.966;0.125;0.025;a;
zugleich traurigsten;1.000;0.000;0.000;a;
zugleich umfassend;0.938;0.165;0.074;a;
zugleich verstörend;-0.400;0.000;0.000;a;m
zugleich weise;1.000;0.000;0.000;a;
zugleich witzig;0.931;0.173;0.040;a;
zuhause schnell;0.000;0.000;0.000;a;m
Zukunft;0.000;0.000;0.000;n;m
zukünftig;-0.133;0.703;0.188;a;
zukünftig Klassiker;1.000;0.000;0.000;n;
zuletzt abgespielt;0.406;0.195;0.069;a;
zuletzt aufrecht;1.000;0.000;0.000;a;
zuletzt fesselnd;0.938;0.165;0.074;a;
zuletzt gesehen;0.569;0.192;0.064;a;
zuletzt mit Hilfe;0.938;0.165;0.074;n;
zum absolut Fan;1.000;0.000;0.000;n;
zum absolut Highlight;0.966;0.125;0.035;n;
zum absolut Kult;0.938;0.165;0.074;n;
zum absolut Renner;0.969;0.174;0.062;n;
zum Blickfang;0.906;0.195;0.069;n;
zum Dauerbrenner;0.906;0.195;0.049;n;
zum Fan;0.910;0.192;0.020;n;
zum Geschenk;0.911;0.191;0.033;n;
zum Glück;0.400;0.000;0.000;n;m
zum Grauen;-0.400;0.000;0.000;n;m
zum groß Glück;1.000;0.000;0.000;n;
zum Kinderspiel;0.920;0.183;0.019;n;
zum Klassiker;0.900;0.200;0.063;n;
zum Knüller;1.000;0.000;0.000;n;
zum Lieblingsbuch;0.954;0.145;0.030;n;
zum Lieblingsfilm;0.986;0.117;0.039;n;
zum Manko;0.542;0.138;0.056;n;
zum Pflichtkauf;0.906;0.195;0.049;n;
zum rein Vergnügen;0.958;0.138;0.040;n;
zum Standardwerk;0.958;0.138;0.033;n;
zum Sucher;0.969;0.174;0.062;n;
zum Tagträumen;0.958;0.138;0.056;n;
zum Tiefgang;0.938;0.165;0.074;n;
zum wahr Genuss;0.938;0.165;0.074;n;
zumeist gut verständlich;0.594;0.195;0.069;a;
zumeist recht gut verständlich;0.500;0.000;0.000;a;
zumeist recht natürlich;0.500;0.000;0.000;a;
zumindest ander;1.000;0.000;0.000;a;
zumindest fraglich;0.473;0.113;0.043;a;
zumindest latent existierend;1.000;0.000;0.000;a;
zumindest optional;0.500;0.000;0.000;a;
Zumutung;-0.839;0.452;0.038;n;
zunächst abschreckend;1.000;0.000;0.000;a;
zunächst Bedenken;1.000;0.000;0.000;n;
zunächst eher skeptisch;0.993;0.059;0.020;a;
zunächst einmal skeptisch;1.000;0.000;0.000;a;
zunächst erfolglos;0.542;0.138;0.056;a;
zunächst etwas skeptisch;0.943;0.159;0.019;a;
zunächst fremd;0.938;0.165;0.052;a;
zunächst getrennt;0.958;0.138;0.056;a;
zunächst komisch;0.906;0.195;0.056;a;
zunächst kritisch;1.000;0.000;0.000;a;
zunächst nicht ernst;0.938;0.165;0.074;a;
zunächst nicht so recht;0.562;0.165;0.074;a;
zunächst ruhig;1.000;0.000;0.000;a;
zunächst schleppend;0.562;0.165;0.074;a;
zunächst schwierig;1.000;0.000;0.000;a;
zunächst sehr irritiert;0.938;0.165;0.074;a;
zunächst sehr langsam;0.938;0.165;0.074;a;
zunächst sehr skeptisch;0.962;0.133;0.017;a;
zunächst seltsam;0.958;0.138;0.040;a;
zunächst skeptisch;0.939;0.164;0.010;a;
zunächst skeptisch gegenüber;0.973;0.113;0.043;a;
zunächst spurlos;1.000;0.000;0.000;a;
zunächst traurig;0.993;0.059;0.020;a;
zunächst zaghaft;1.000;0.000;0.000;a;
zunehmend anspruchsvoll;1.000;0.000;0.000;a;
zunehmend beklemmend;0.562;0.165;0.074;a;
zunehmend erfolgreich;0.562;0.165;0.074;a;
zunehmend komplex;0.918;0.185;0.051;a;
zunehmend leicht;0.938;0.165;0.074;a;
zunehmend militärisch;1.000;0.000;0.000;a;
zunehmend rätselhaft;0.938;0.165;0.074;a;
zur Bedrohung;-0.800;0.000;0.000;n;m
zur Bereicherung;1.000;0.000;0.000;n;
zur besten Zufriedenheit;1.000;0.000;0.000;n;
zur Bestnote;0.562;0.165;0.074;n;
zur groß Freude;1.000;0.000;0.000;n;
zur inhaltlich Qualität;0.938;0.165;0.074;n;
zur intellektuell Herausforderung;0.958;0.138;0.056;n;
zur lebend Legende;0.562;0.165;0.074;n;
zur Offenbarung;1.000;0.000;0.000;n;
zur Ordnung;0.958;0.138;0.040;n;
zur Pflichtlektüre;0.970;0.118;0.009;n;
zur Sucht;0.973;0.161;0.028;n;
zur Verwunderung;0.938;0.165;0.052;n;
zur vollsten Zufriedenheit;0.921;0.183;0.014;n;
zurecht verdient;1.000;0.000;0.000;a;
zurück haltend;0.062;0.165;0.074;a;
zurückgeschickt;-0.400;0.000;0.000;a;m
zurzeit besten;0.996;0.047;0.009;a;
zusammen perfekt;1.000;0.000;0.000;a;
zusätzlich;-0.048;0.658;0.132;a;
zusätzlich Abwechslung;0.973;0.113;0.043;n;
zusätzlich aufgewertet;1.000;0.000;0.000;a;
zusätzlich Ebene;0.906;0.195;0.069;n;
zusätzlich gepaart;1.000;0.000;0.000;a;
zusätzlich Geschenk;1.000;0.000;0.000;n;
zusätzlich installieren;1.000;0.000;0.000;a;
zusätzlich interessant;0.964;0.130;0.030;a;
zusätzlich klein;1.000;0.000;0.000;a;
zusätzlich noch weiter;1.000;0.000;0.000;a;
zusätzlich notwendig;0.973;0.113;0.043;a;
zusätzlich positiv;1.000;0.000;0.000;a;
zusätzlich Reiz;0.906;0.195;0.024;n;
zusätzlich spannend;1.000;0.000;0.000;a;
zusätzlich Spaß;0.945;0.156;0.039;n;
zusätzlich Spaßfaktor;0.906;0.195;0.069;n;
zuschaltbare Beleuchtung;0.973;0.113;0.043;n;
zusehends immer verworrener;1.000;0.000;0.000;a;
zusehends schwer;0.938;0.165;0.074;a;
zutiefst anrührend;0.973;0.113;0.043;a;
zutiefst beeindruckend;0.952;0.147;0.036;a;
zutiefst beeindruckt;1.000;0.000;0.000;a;
zutiefst berührend;1.000;0.000;0.000;a;
zutiefst berührt;1.000;0.000;0.000;a;
zutiefst betreffen;0.938;0.165;0.043;a;
zutiefst beunruhigend;1.000;0.000;0.000;a;
zutiefst bewegend;0.954;0.145;0.021;a;
zutiefst dankbar;1.000;0.000;0.000;a;
zutiefst depressiv;-0.800;0.000;0.000;a;m
zutiefst ehrlich;0.924;0.180;0.060;a;
zutiefst einsam;0.949;0.152;0.046;a;
zutiefst enttäuschend;-1.000;0.000;0.000;a;
zutiefst ernsten;0.938;0.165;0.074;a;
zutiefst erschüttern;-0.800;0.000;0.000;a;m
zutiefst gerührt;0.973;0.113;0.043;a;
zutiefst humanistisch;0.973;0.113;0.043;a;
zutiefst melancholisch;0.958;0.138;0.056;a;
zutiefst menschlich;0.942;0.160;0.013;a;
zutiefst misstraut;-0.800;0.000;0.000;a;m
zutiefst moralisch;1.000;0.000;0.000;a;
zutiefst rührend;1.000;0.000;0.000;a;
zutiefst schockiert;0.918;0.185;0.051;a;
zutiefst tragisch;0.938;0.165;0.074;a;
zutiefst überzeugt;1.000;0.000;0.000;a;
zutiefst unzufrieden;-0.800;0.000;0.000;a;m
zutiefst verletzt;-0.800;0.000;0.000;a;m
zutiefst verstörend;-0.800;0.000;0.000;a;m
zuverlässig;0.835;0.342;0.021;a;
zuverlässig Arbeitstier;0.973;0.113;0.043;n;
zuverlässig erledigt;1.000;0.000;0.000;a;
zuverlässig geklappt;0.906;0.195;0.069;a;
zuverlässig genau;0.938;0.165;0.074;a;
zuverlässig gut;0.938;0.165;0.052;a;
zuvor etwas skeptisch;1.000;0.000;0.000;a;
zuvor intensiv;0.000;0.000;0.000;a;m
zuvor verschieden;0.000;0.000;0.000;a;m
zuvor verwenden;0.000;0.000;0.000;a;m
zuvor wirklich;0.000;0.000;0.000;a;m
zwanglos aufgereiht;1.000;0.000;0.000;a;
zwar anstrengend;0.949;0.152;0.046;a;
zwar begrenzt;0.984;0.087;0.031;a;
zwar berechtigt;0.906;0.195;0.069;a;
zwar bisschen;0.918;0.185;0.051;a;
zwar dunkel;0.958;0.138;0.056;a;
zwar einfach gehalten;0.969;0.174;0.062;a;
zwar einfach gestrickt;0.984;0.087;0.031;a;
zwar erst knapp;0.938;0.165;0.052;a;
zwar erst skeptisch;0.958;0.138;0.056;a;
zwar etwas groß;0.920;0.183;0.024;a;
zwar etwas groß geraten;0.938;0.165;0.074;a;
zwar etwas hoch;0.922;0.181;0.026;a;
zwar etwas klein;0.996;0.047;0.006;a;
zwar etwas klein geraten;0.958;0.138;0.056;a;
zwar etwas kurz geraten;0.958;0.138;0.056;a;
zwar etwas lang;0.902;0.199;0.024;a;
zwar etwas lang gedauert;0.938;0.165;0.052;a;
zwar etwas oberflächlich;0.562;0.165;0.074;a;
zwar etwas schwierig;0.927;0.177;0.037;a;
zwar etwas skeptisch;1.000;0.000;0.000;a;
zwar etwas steif;0.906;0.195;0.069;a;
zwar etwas wackelig;0.938;0.165;0.052;a;
zwar etwas zäh;0.924;0.180;0.060;a;
zwar immer noch besser;0.062;0.165;0.074;a;
zwar kein literarisch Meisterwerk;0.562;0.165;0.074;n;
zwar kitschig;0.924;0.180;0.060;a;
zwar kritisch;1.000;0.000;0.000;a;
zwar manchmal schwierig;1.000;0.000;0.000;a;
zwar mühsam;0.562;0.165;0.074;a;
zwar natürlich;0.562;0.165;0.052;a;
zwar nicht besonders lang;1.000;0.000;0.000;a;
zwar nicht billig;0.936;0.168;0.021;a;
zwar nicht gerade günstig;1.000;0.000;0.000;a;
zwar nicht günstig;0.943;0.158;0.035;a;
zwar nicht immer einfach;0.938;0.165;0.074;a;
zwar nicht persönlich;0.562;0.165;0.074;a;
zwar nicht rasant;0.938;0.165;0.074;a;
zwar nicht restlos;0.500;0.000;0.000;a;
zwar nicht sonderlich anspruchsvoll;0.938;0.165;0.074;a;
zwar nicht strikt;0.500;0.000;0.000;a;
zwar nicht übermäßig;0.924;0.180;0.060;a;
zwar nicht überraschend;0.984;0.087;0.031;a;
zwar nicht unbedingt nötig;0.984;0.087;0.031;a;
zwar nicht unbedingt realistisch;0.958;0.138;0.056;a;
zwar nicht vergleichbar;0.906;0.195;0.056;a;
zwar noch besser;0.938;0.165;0.037;a;
zwar noch etwas skeptisch;1.000;0.000;0.000;a;
zwar nötig;0.562;0.165;0.074;a;
zwar nur schwer;1.000;0.000;0.000;a;
zwar recht dünn;0.938;0.165;0.074;a;
zwar recht hoch;0.924;0.180;0.030;a;
zwar recht komplex;0.500;0.000;0.000;a;
zwar recht langsam;1.000;0.000;0.000;a;
zwar recht teuer;0.914;0.189;0.041;a;
zwar relativ einfach gehalten;0.938;0.165;0.074;a;
zwar relativ hoch;0.938;0.165;0.052;a;
zwar relativ klein;0.924;0.180;0.060;a;
zwar relativ kurz;0.984;0.087;0.022;a;
zwar relativ schwer;0.938;0.165;0.074;a;
zwar relativ teuer;0.915;0.187;0.045;a;
zwar schnell geliefert;-0.938;0.165;0.074;a;
zwar schnell klar;0.938;0.165;0.074;a;
zwar schön hell;0.542;0.138;0.056;a;
zwar sehr dick;0.958;0.138;0.040;a;
zwar sehr teuer;0.906;0.195;0.037;a;
zwar sehr traurig;0.986;0.117;0.039;a;
zwar spät;0.500;0.125;0.044;a;
zwar teilweis echt ekelhaft;0.000;0.000;0.000;a;m
zwar uneingeschränkt;0.938;0.165;0.074;a;
zwar unnötig;0.973;0.113;0.043;a;
zwar weltweit;1.000;0.000;0.000;a;
zwar wenig gut;0.400;0.000;0.000;a;m
zwar wenig spannend;0.400;0.000;0.000;a;m
zwar ziemlich hoch;0.400;0.000;0.000;a;m
zwar ziemlich teuer;0.400;0.000;0.000;a;m
zweck voll erfüllt;0.938;0.165;0.074;a;
zweckmäßig;0.686;0.318;0.054;a;
zweifelhaft;-0.507;0.484;0.103;a;
zweifellos besten;1.000;0.000;0.000;a;
zweifellos blendend geschafft;1.000;0.000;0.000;a;
zweischneidig;-0.400;0.000;0.000;a;m
zweit Defekt;-1.000;0.000;0.000;n;
zweit Geniestreich;0.938;0.165;0.074;n;
zweit Highlight;0.914;0.189;0.041;n;
zweit Makel;0.542;0.138;0.056;n;
zweit Meisterwerk;0.945;0.156;0.039;n;
zweit Punktabzug;-0.027;0.113;0.043;n;
zweitbesten;0.927;0.177;0.028;a;
zweithöchsten Stufe;0.938;0.165;0.074;n;
zwiespältig;-0.400;0.000;0.000;a;m
zwischen Freundschaft;0.958;0.138;0.056;n;
zwischen Gefühl;0.979;0.100;0.026;n;
zwischen Hoffnung;0.966;0.125;0.025;n;
zwischen Pflicht;0.938;0.165;0.043;n;
zwischen Phantasie;0.958;0.138;0.056;n;
zwischen Qualität;0.924;0.180;0.060;n;
zwischen schwarz Humor;0.938;0.165;0.074;n;
zwischen Sehnsucht;0.906;0.195;0.069;n;
zwischen Spannung;0.929;0.175;0.021;n;
zwischen Vernunft;0.924;0.180;0.042;n;
zwischen Wahnsinn;0.949;0.152;0.046;n;
zwischen Witz;0.951;0.149;0.028;n;
zwischen Zukunft;1.000;0.000;0.000;n;
zwischendurch etwas Spannung;0.000;0.000;0.000;n;
zwischenmenschlich Liebe;0.938;0.165;0.074;n;
zwischenzeitlich etwas langatmig;0.500;0.000;0.000;a;
zwischenzeitlich gefragt;0.400;0.000;0.000;a;m
zynisch;-0.400;0.000;0.000;a;m
zynisch Vernunft;1.000;0.000;0.000;n;
abbrechen;-0.641;0.552;0.090;v;
abfahren;0.850;0.229;0.072;v;
abgekupfert;-0.670;0.598;0.141;v;
abgewöhnen;-0.776;0.328;0.099;v;
abraten;-0.909;0.193;0.041;v;
abschreiben;-0.552;0.596;0.180;v;
abstürzen;-0.615;0.525;0.145;v;
animieren;0.875;0.298;0.086;v;
anregen;0.923;0.180;0.018;v;
ärgern;-0.423;0.748;0.150;v;
aufbereiten;0.655;0.475;0.088;v;
aufgeben;-0.581;0.726;0.145;v;
ausgelutscht;-0.263;0.724;0.201;v;
beeindrucken;0.808;0.342;0.067;v;
befreien;0.633;0.499;0.129;v;
begehren;0.934;0.169;0.027;v;
begeistern;0.875;0.375;0.094;v;
bemühen;-0.542;0.539;0.127;v;
bereuen;-0.800;0.000;0.000;v;m
beschädigen;-0.449;0.582;0.100;v;
bewähren;0.857;0.226;0.038;v;
bezaubern;0.808;0.538;0.149;v;
brillieren;0.909;0.193;0.058;v;
daneben;-0.599;0.417;0.126;v;
durchfallen;-0.717;0.583;0.151;v;
eignen;0.750;0.559;0.161;v;
einschlafen;-0.467;0.686;0.130;v;
einschränken;-0.183;0.520;0.074;v;
empfehlen;0.894;0.308;0.008;v;
entfalten;0.800;0.332;0.074;v;
entspannen;0.846;0.269;0.053;v;
erfreuen;0.893;0.279;0.075;v;
erwünscht;0.625;0.484;0.099;v;
faszinieren;0.944;0.157;0.030;v;
funktionieren;0.676;0.571;0.015;v;
garantieren;0.812;0.430;0.017;v;
geklappt;0.907;0.194;0.037;v;
gewinnen;0.417;0.731;0.100;v;
hängen;-0.375;0.743;0.092;v;
helfen;0.612;0.657;0.044;v;
herbeigezogen;-0.623;0.511;0.088;v;
inspirieren;0.583;0.607;0.175;v;
klauen;-0.485;0.675;0.078;v;
langweilen;-0.759;0.417;0.057;v;
leihen;-0.754;0.335;0.106;v;
lieben;0.826;0.391;0.019;v;
lohnen;0.802;0.402;0.014;v;
löschen;-0.537;0.673;0.168;v;
meiden;-0.736;0.613;0.185;v;
misslingen;-0.784;0.347;0.060;v;
mitfühlen;0.955;0.144;0.043;v;
mitreißen;0.791;0.407;0.062;v;
motivieren;0.741;0.394;0.076;v;
nerven;-0.347;0.608;0.065;v;
öden;-0.754;0.335;0.106;v;
pflegeleicht;0.906;0.195;0.049;v;
prompt;0.875;0.280;0.070;v;
quälen;-0.720;0.514;0.118;v;
rauschen;-0.563;0.610;0.193;v;
reinfallen;-0.559;0.634;0.176;v;
robust;0.842;0.311;0.025;v;
ruckeln;-0.623;0.400;0.111;v;
ruinieren;-0.680;0.363;0.081;v;
schaden;-0.363;0.670;0.120;v;
schämen;-0.385;0.923;0.256;v;
scheißen;-0.708;0.634;0.201;v;
scheitern;-0.474;0.606;0.070;v;
schenken;0.580;0.757;0.107;v;
seicht;-0.457;0.552;0.053;v;
sichern;0.694;0.475;0.112;v;
sinken;-0.346;0.386;0.116;v;
steigern;0.797;0.307;0.040;v;
stinken;-0.662;0.618;0.063;v;
stornieren;-0.864;0.431;0.130;v;
stürzen;-0.590;0.656;0.111;v;
täuschen;-0.182;0.752;0.091;v;
träge;-0.368;0.506;0.131;v;
trüben;-0.308;0.671;0.140;v;
trügen;-0.381;0.701;0.107;v;
überbewerten;-0.503;0.443;0.024;v;
überfordern;-0.189;0.575;0.173;v;
überfrachten;-0.280;0.515;0.138;v;
überladen;-0.199;0.607;0.175;v;
überlasten;-0.679;0.607;0.175;v;
überraschen;0.838;0.293;0.013;v;
überschätzen;-0.492;0.496;0.045;v;
überschreiten;-0.341;0.770;0.199;v;
übersteuert;-0.277;0.642;0.203;v;
übertreiben;-0.371;0.677;0.073;v;
überziehen;-0.168;0.632;0.115;v;
unübertroffen;0.967;0.125;0.032;v;
verderben;-0.540;0.558;0.066;v;
vereinfachen;0.885;0.288;0.080;v;
verfehlen;-0.567;0.514;0.039;v;
vergeigen;-0.474;0.472;0.149;v;
verhindern;-0.467;0.638;0.136;v;
verhunzen;-0.724;0.527;0.132;v;
verkaufen;0.000;0.000;0.000;v;m
verlieben;0.845;0.352;0.030;v;
vermeiden;-0.447;0.776;0.245;v;
verpassen;-0.233;0.652;0.103;v;
versagen;-0.365;0.802;0.149;v;
versauen;-0.619;0.644;0.094;v;
verseuchen;-0.612;0.490;0.155;v;
verstauben;-0.249;0.674;0.180;v;
verstümmeln;-0.696;0.490;0.148;v;
vertrauen;0.500;0.592;0.187;v;
vertuen;-0.486;0.493;0.053;v;
verworren;-0.559;0.533;0.099;v;
verzaubern;0.958;0.159;0.017;v;
warten;-0.217;0.768;0.041;v;
weglegen;-0.333;0.799;0.188;v;
weiterempfehlen;0.877;0.270;0.036;v;
zensieren;-0.452;0.730;0.168;v;
zerkratzen;-0.508;0.591;0.153;v;
zerstören;-0.600;0.582;0.071;v;
kein ankommen;-0.368;0.825;0.189;v;
kein anschauen;-0.500;0.791;0.228;v;
kein aufgeben;0.708;0.519;0.150;v;
kein aufhören;0.914;0.323;0.060;v;
kein bereuen;0.910;0.192;0.027;v;
kein empfehlen;-0.777;0.453;0.018;v;
kein erfüllen;-0.332;0.447;0.023;v;
kein erhalten;-0.750;0.546;0.094;v;
kein erkennen;-0.461;0.692;0.112;v;
kein ertragen;-0.550;0.650;0.206;v;
kein fehlen;0.446;0.603;0.114;v;
kein funktionieren;-0.462;0.679;0.036;v;
kein gebrauchen;-0.719;0.413;0.042;v;
kein gekauft;-0.467;0.816;0.149;v;
kein halten;-0.390;0.676;0.106;v;
kein helfen;-0.367;0.846;0.218;v;
kein irren;0.500;0.826;0.249;v;
kein kaufen;-0.771;0.510;0.023;v;
kein laufen;-0.308;0.815;0.071;v;
kein liefern;-0.611;0.591;0.139;v;
kein lohnen;-0.508;0.517;0.067;v;
kein meckern;0.850;0.320;0.101;v;
kein nutzen;-0.321;0.521;0.139;v;
kein passen;-0.333;0.630;0.047;v;
kein schaden;0.550;0.610;0.193;v;
kein starten;-0.786;0.396;0.086;v;
kein sterben;0.500;0.683;0.176;v;
kein stimmen;-0.210;0.645;0.064;v;
kein stinken;0.545;0.620;0.187;v;
kein übertreiben;0.385;0.593;0.165;v;
kein überzeugen;-0.173;0.494;0.038;v;
kein unterstützen;-0.692;0.501;0.139;v;
kein verwenden;-0.300;0.640;0.202;v;
keinesfalls bereuen;0.910;0.192;0.027;v;
keinesfalls empfehlen;-0.777;0.453;0.018;v;
keinesfalls fehlen;0.446;0.603;0.114;v;
keinesfalls stinken;0.545;0.620;0.187;v;
keineswegs halten;-0.294;0.676;0.106;v;
mitnichten erfüllen;-0.332;0.447;0.023;v;
nicht ankommen;-0.368;0.825;0.189;v;
nicht anschauen;-0.500;0.791;0.228;v;
nicht aufgeben;0.708;0.519;0.150;v;
nicht aufhören;0.914;0.323;0.060;v;
nicht benutzen;-0.500;0.791;0.228;v;
nicht bereuen;0.910;0.192;0.027;v;
nicht empfehlen;-0.777;0.453;0.018;v;
nicht entsprechen;-0.454;0.545;0.058;v;
nicht erfüllen;-0.332;0.447;0.023;v;
nicht erhalten;-0.750;0.546;0.094;v;
nicht erkennen;-0.461;0.692;0.112;v;
nicht ertragen;-0.550;0.650;0.206;v;
nicht fehlen;0.446;0.603;0.114;v;
nicht funktionieren;-0.462;0.679;0.036;v;
nicht gebrauchen;-0.719;0.413;0.042;v;
nicht gekauft;-0.467;0.816;0.149;v;
nicht halten;-0.390;0.676;0.106;v;
nicht helfen;-0.367;0.846;0.218;v;
nicht irren;0.500;0.826;0.249;v;
nicht kaufen;-0.771;0.510;0.023;v;
nicht laufen;-0.308;0.815;0.071;v;
nicht liefern;-0.611;0.591;0.139;v;
nicht lohnen;-0.508;0.517;0.067;v;
nicht meckern;0.850;0.320;0.101;v;
nicht missen;0.883;0.211;0.039;v;
nicht nutzen;-0.321;0.521;0.139;v;
nicht passen;-0.333;0.630;0.047;v;
nicht reagieren;-0.385;0.711;0.197;v;
nicht schaden;0.550;0.610;0.193;v;
nicht starten;-0.786;0.396;0.086;v;
nicht sterben;0.500;0.683;0.176;v;
nicht stimmen;-0.210;0.645;0.064;v;
nicht stinken;0.545;0.620;0.187;v;
nicht taugen;-0.654;0.585;0.115;v;
nicht toppen;0.909;0.358;0.062;v;
nicht übertreffen;0.750;0.595;0.172;v;
nicht übertreiben;0.385;0.593;0.165;v;
nicht überzeugen;-0.173;0.494;0.038;v;
nicht unterstützen;-0.692;0.501;0.139;v;
nicht verlieren;0.853;0.374;0.091;v;
nicht verpassen;0.826;0.379;0.079;v;
nicht verwenden;-0.300;0.640;0.202;v;
nicht wasserdicht;-0.643;0.398;0.106;v;
nicht wegdenken;0.929;0.175;0.033;v;
nie ankommen;-0.368;0.825;0.189;v;
nie anschauen;-0.500;0.791;0.228;v;
nie aufgeben;0.708;0.519;0.150;v;
nie aufhören;0.914;0.323;0.060;v;
nie benutzen;-0.500;0.791;0.228;v;
nie bereuen;0.910;0.192;0.027;v;
nie empfehlen;-0.777;0.453;0.018;v;
nie erhalten;-0.750;0.546;0.094;v;
nie fehlen;0.446;0.603;0.114;v;
nie funktionieren;-0.462;0.679;0.036;v;
nie gekauft;-0.467;0.816;0.149;v;
nie halten;-0.294;0.676;0.106;v;
nie irren;0.500;0.826;0.249;v;
nie kaufen;-0.771;0.510;0.023;v;
nie laufen;-0.308;0.815;0.071;v;
nie liefern;-0.611;0.591;0.139;v;
nie missen;0.883;0.211;0.039;v;
nie nutzen;-0.321;0.521;0.139;v;
nie passen;-0.333;0.630;0.047;v;
nie reagieren;-0.385;0.711;0.197;v;
nie schaden;0.550;0.610;0.193;v;
nie sterben;0.500;0.683;0.176;v;
nie stimmen;-0.210;0.645;0.064;v;
nie stinken;0.545;0.620;0.187;v;
nie toppen;0.909;0.358;0.062;v;
nie übertreffen;0.750;0.595;0.172;v;
nie übertreiben;0.385;0.593;0.165;v;
nie überzeugen;-0.173;0.494;0.038;v;
nie verlieren;0.853;0.374;0.091;v;
niemals ankommen;-0.368;0.825;0.189;v;
niemals aufgeben;0.708;0.519;0.150;v;
niemals aufhören;0.914;0.323;0.060;v;
niemals bereuen;0.910;0.192;0.027;v;
niemals erfüllen;-0.332;0.447;0.023;v;
niemals gekauft;-0.467;0.816;0.149;v;
niemals helfen;-0.367;0.846;0.218;v;
niemals kaufen;-0.771;0.510;0.023;v;
niemals sterben;0.500;0.683;0.176;v;
niemals toppen;0.909;0.358;0.062;v;
