Word,Valence_N,Valence_M,Valence_SD,Arousal_N,Arousal_M,Arousal_SD,Concreteness_N,Concreteness_M,Concreteness_SD,Length,Cluster,,,,,,
Sturm,33,4.42,2.31,25,7.00,2.52,17,7.94,2.01,5,2,,,,,,
Sturz,34,2.41,2.12,24,6.13,2.47,31,6.77,2.80,5,2,,,,,,
Stütze,32,5.81,1.93,19,1.58,1.71,21,6.24,2.62,6,1,,,,,,
Subkultur,31,5.10,1.81,26,4.88,2.36,20,4.00,2.85,9,1,,,,,,
Submission,17,4.00,2.12,16,2.81,2.40,9,4.56,2.24,10,1,,,,,,
Substanz,25,4.80,2.52,30,2.27,2.57,19,5.00,3.20,8,1,,,,,,
Substitution,36,3.89,1.51,21,2.62,2.73,25,4.04,3.14,12,1,,,,,,
Subversion,18,4.89,2.49,24,4.67,3.20,22,3.59,2.79,10,1,,,,,,
Suche,25,4.24,2.03,27,4.15,2.57,17,6.06,3.34,5,1,,,,,,
Sucht,19,2.37,1.86,28,6.79,2.63,19,5.42,3.40,5,2,,,,,,
Sumpf,35,3.20,2.00,35,2.89,2.01,23,7.43,2.95,5,3,,,,,,
Sünde,16,3.69,2.60,27,6.70,2.16,26,2.77,2.34,5,2,,,,,,
Sünder,29,3.86,2.43,25,4.88,3.13,20,5.55,3.07,6,2,,,,,,
Suppe,26,6.35,2.64,26,2.65,2.59,15,8.93,2.31,5,3,,,,,,
Symbol,29,6.07,1.31,22,2.91,2.54,28,5.64,3.29,6,1,,,,,,
Symptom,23,3.91,1.95,19,3.89,2.40,20,5.65,3.18,7,1,,,,,,
Syntax,21,4.57,1.21,11,1.09,1.45,27,3.26,2.94,6,1,,,,,,
Synthese,33,5.58,1.64,26,3.35,2.53,14,5.21,3.70,8,1,,,,,,
System,37,5.30,2.15,28,3.00,2.82,23,4.65,2.95,6,1,,,,,,
Szenarium,18,4.28,2.24,25,3.44,3.10,16,3.81,3.08,9,1,,,,,,
Szene,27,5.67,1.59,23,4.35,3.14,14,2.86,2.11,5,1,,,,,,
Tabelle,29,5.59,1.99,26,1.46,1.96,22,8.86,2.14,7,3,,,,,,
Tablette,23,3.43,2.00,21,3.43,2.77,29,9.59,0.95,8,3,,,,,,
Tafel,31,5.65,1.64,17,1.41,1.62,30,8.27,3.04,5,3,,,,,,
Tag,25,6.84,1.60,25,3.12,3.02,23,6.65,2.50,3,3,,,,,,
Tagebuch,18,5.06,1.98,27,3.30,2.93,26,8.88,2.20,8,3,,,,,,
Tagung,15,5.20,2.76,26,2.96,2.54,28,5.79,3.05,6,1,,,,,,
Takt,20,5.90,1.37,31,2.97,2.52,23,5.96,2.31,4,1,,,,,,
Tal,18,6.28,1.49,20,2.90,2.97,21,7.90,2.62,3,3,,,,,,
Tango,32,6.09,2.72,25,5.08,3.13,21,8.62,2.16,5,3,,,,,,
Tank,25,4.20,1.87,20,0.95,1.64,20,8.75,1.71,4,3,,,,,,
Tante,24,6.58,1.93,26,2.85,2.77,19,8.05,2.22,5,3,,,,,,
Tanz,30,7.37,1.92,24,5.17,2.76,17,6.71,2.71,4,4,,,,,,
Tapferkeit,34,7.44,2.09,24,5.33,2.63,21,4.52,2.64,10,4,,,,,,
Tarif,22,4.86,2.44,18,2.67,2.83,15,5.07,2.31,5,1,,,,,,
Tasche,27,6.07,2.67,24,1.83,1.61,22,8.50,1.85,6,3,,,,,,
Tasse,27,6.11,2.21,31,0.94,1.41,20,9.25,2.24,5,3,,,,,,
Taste,26,5.58,1.60,32,1.38,2.32,18,8.22,2.32,5,3,,,,,,
Tat,25,5.80,2.22,22,5.55,2.50,23,5.57,3.19,3,4,,,,,,
Tätigkeit,28,5.71,1.82,26,3.77,2.73,21,4.52,2.69,9,1,,,,,,
Tatsache,24,5.29,2.20,26,2.81,2.38,29,4.72,3.37,8,1,,,,,,
Tauglichkeit,32,4.69,2.09,21,3.81,2.50,19,5.11,2.64,12,1,,,,,,
Täuschung,32,2.16,2.02,23,5.91,2.33,20,4.70,2.39,9,2,,,,,,
Taxi,25,5.88,1.69,26,2.38,2.79,17,9.24,2.19,4,3,,,,,,
Technik,31,5.35,2.51,27,4.26,2.71,16,4.88,2.63,7,1,,,,,,
Techniker,26,5.15,2.39,27,1.52,2.03,23,7.74,2.38,9,3,,,,,,
Technologie,23,6.22,1.57,22,4.00,2.89,16,4.06,2.72,11,1,,,,,,
Tee,22,7.64,1.53,37,1.81,2.18,27,8.59,2.17,3,3,,,,,,
Teich,35,6.43,2.27,25,2.08,2.40,28,9.04,2.22,5,3,,,,,,
Teilnehmer,33,5.21,1.52,21,2.48,2.29,27,6.44,3.00,10,1,,,,,,
Telefon,23,6.30,1.72,18,3.50,3.43,21,9.38,0.92,7,3,,,,,,
Teller,19,5.11,2.56,21,2.29,2.31,16,9.94,0.25,6,3,,,,,,
Tendenz,24,5.33,1.52,26,3.31,2.80,26,4.27,2.93,7,1,,,,,,
Tennis,37,5.38,1.96,24,2.42,3.02,23,8.61,1.80,6,3,,,,,,
Teppich,30,5.67,1.58,21,1.81,1.66,19,8.37,3.25,7,3,,,,,,
Termin,29,4.34,2.50,22,4.50,2.96,27,5.07,2.81,6,1,,,,,,
Terrorist,26,1.38,2.79,35,6.37,3.28,25,6.80,2.74,9,2,,,,,,
Test,19,4.58,2.91,17,4.53,3.04,18,6.67,2.63,4,2,,,,,,
Teufel,31,2.23,2.28,25,4.92,2.93,16,6.75,3.61,6,2,,,,,,
Text,39,6.31,1.42,15,1.87,2.67,18,8.06,2.15,4,3,,,,,,
Theater,24,6.67,1.76,26,4.35,2.56,28,8.21,2.25,7,3,,,,,,
Theke,24,5.29,1.73,30,3.73,2.74,15,8.60,2.56,5,3,,,,,,
Thema,22,5.73,1.70,27,2.96,2.50,31,3.48,2.71,5,1,,,,,,
Theorie,22,5.91,1.95,22,2.18,1.87,22,4.41,2.77,7,1,,,,,,
Therapeut,38,4.47,2.58,24,4.04,2.88,22,7.59,2.30,9,3,,,,,,
Therapie,20,4.05,2.31,25,3.84,2.93,19,5.79,2.68,8,1,,,,,,
Tier,27,6.56,2.24,24,3.13,2.13,19,8.00,2.92,4,3,,,,,,
Tiger,25,6.64,2.16,25,5.92,2.90,18,9.28,1.56,5,4,,,,,,
Tinte,27,5.48,2.21,23,2.04,2.14,26,9.15,1.22,5,3,,,,,,
Tisch,24,5.46,1.50,26,1.65,2.02,28,9.82,0.61,5,3,,,,,,
Titel,23,5.35,1.80,19,2.53,2.29,11,5.45,2.77,5,1,,,,,,
Tod,26,1.73,2.27,19,6.63,3.58,18,8.28,2.35,3,2,,,,,,
Ton,28,6.39,1.79,20,3.05,2.46,23,6.87,3.00,3,3,,,,,,
Topf,21,6.00,2.30,25,1.36,1.75,13,9.31,1.38,4,3,,,,,,
Tor,27,5.52,1.93,26,3.69,3.54,19,8.74,1.94,3,3,,,,,,
Torheit,25,3.40,1.98,16,3.31,2.30,23,3.35,2.93,7,1,,,,,,
Tortur,21,1.29,1.52,20,6.60,2.37,22,5.55,2.54,6,2,,,,,,
Totschlag,21,1.62,2.92,12,6.08,3.23,28,8.00,2.31,9,2,,,,,,
Tourismus,34,5.44,2.49,34,3.47,2.62,18,7.44,2.01,9,3,,,,,,
Tracht,22,4.18,2.11,21,3.05,2.99,17,7.00,2.96,6,3,,,,,,
Tradition,42,5.86,1.75,21,3.10,3.05,16,5.63,3.22,9,1,,,,,,
Träger,27,5.11,1.91,13,1.08,1.50,15,5.33,2.77,6,1,,,,,,
Tragik,26,2.50,2.08,29,6.38,2.61,19,4.37,3.29,6,2,,,,,,
Tragödie,19,2.79,2.92,26,6.77,2.39,18,4.50,2.62,8,2,,,,,,
Trainer,22,5.27,1.75,13,3.00,3.16,20,7.90,1.55,7,3,,,,,,
Training,28,6.54,1.91,28,5.14,2.53,16,6.44,2.63,8,4,,,,,,
Trakt,35,3.34,1.89,22,3.14,2.61,22,6.05,2.68,5,1,,,,,,
Traktor,29,5.52,2.26,20,2.45,2.89,30,9.07,2.00,7,3,,,,,,
Transfer,13,4.92,1.71,27,2.52,2.67,24,5.00,2.69,8,1,,,,,,
Transistor,25,5.20,1.53,23,1.43,2.46,16,6.00,2.92,10,1,,,,,,
Transit,21,5.29,1.27,19,2.32,2.24,19,4.42,2.55,7,1,,,,,,
Transparenz,22,6.41,1.53,23,4.00,2.24,15,5.40,3.74,11,4,,,,,,
Transport,20,5.40,1.31,19,1.53,1.43,23,6.17,2.90,9,1,,,,,,
Traum,24,7.50,1.64,16,7.00,2.37,19,5.53,3.26,5,4,,,,,,
Treibstoff,32,5.25,2.29,25,3.80,2.75,24,7.38,2.67,10,3,,,,,,
Trend,24,5.13,1.62,19,3.74,2.64,18,3.67,3.11,5,1,,,,,,
Trennung,18,2.06,1.76,21,7.10,2.72,25,6.04,2.76,8,2,,,,,,
Treppe,31,5.77,1.78,19,2.58,2.06,19,8.58,2.85,6,3,,,,,,
Trick,31,5.10,2.07,23,3.48,2.61,18,4.61,2.97,5,1,,,,,,
Trieb,30,4.13,2.08,27,6.70,2.33,17,4.35,3.14,5,2,,,,,,
Trikot,39,5.82,1.96,34,2.06,2.09,22,7.27,3.30,6,3,,,,,,
Tritt,25,3.80,2.60,29,5.24,2.80,22,7.36,2.22,5,2,,,,,,
Trompete,26,5.54,2.53,22,4.09,3.34,28,9.25,1.97,8,3,,,,,,
Tropfen,31,5.35,1.76,31,2.03,2.21,20,8.85,2.35,7,3,,,,,,
Trugschluss,23,3.52,2.39,22,3.41,2.89,24,3.96,2.85,11,1,,,,,,
Truppe,30,3.87,2.43,30,3.60,2.90,16,8.00,1.90,6,3,,,,,,
Tuch,20,5.45,1.85,22,2.45,3.16,25,8.48,2.57,4,3,,,,,,
Tulpe,31,7.45,2.25,31,2.42,2.35,21,9.38,2.11,5,3,,,,,,
Tunnel,20,4.80,2.33,24,3.88,2.58,21,8.76,1.87,6,3,,,,,,
Tunte,28,2.61,1.91,23,2.96,1.94,18,6.83,2.09,5,2,,,,,,
Tür,30,5.97,1.90,28,1.82,2.39,27,9.81,0.79,3,3,,,,,,
Turm,30,6.27,2.10,23,2.74,2.65,21,8.90,1.95,4,3,,,,,,
Tusche,34,5.03,1.73,22,2.45,3.00,20,8.35,1.98,6,3,,,,,,
Tüte,29,4.76,1.24,12,1.83,2.17,29,8.52,2.18,4,3,,,,,,
Typ,28,5.57,1.97,19,3.63,2.06,18,3.56,2.38,3,1,,,,,,
Überblick,29,7.76,1.75,22,3.64,2.84,27,5.00,2.83,9,4,,,,,,
Überdosis,33,2.61,2.49,33,6.64,3.00,25,6.00,3.24,9,2,,,,,,
Überdruck,24,3.54,2.38,28,5.39,3.39,24,4.63,3.06,9,2,,,,,,
Übereinstimmung,25,6.96,2.70,25,2.88,2.47,24,4.71,3.26,15,1,,,,,,
Überlegung,24,6.13,2.25,20,3.00,2.68,16,4.00,2.76,10,1,,,,,,
Übernachtung,16,6.00,2.58,25,3.80,2.71,21,6.67,2.67,12,4,,,,,,
Überschneidung,25,4.44,1.85,21,2.86,2.20,21,5.57,3.11,14,1,,,,,,
Überschwemmung,20,1.95,1.99,21,6.43,2.48,22,7.32,3.37,14,2,,,,,,
Übung,33,5.76,1.92,23,2.91,2.25,18,5.28,3.39,5,1,,,,,,
Uhr,28,5.71,1.65,24,3.21,2.38,21,9.29,1.15,3,3,,,,,,
Ulme,22,6.09,1.85,22,0.82,1.47,35,7.43,3.24,4,3,,,,,,
Umarmung,36,8.19,2.16,18,6.72,2.24,25,7.96,2.89,8,4,,,,,,
Umbau,23,4.61,2.55,27,2.56,2.22,20,6.45,2.42,5,1,,,,,,
Umfrage,33,4.79,2.25,21,2.95,2.33,17,5.94,2.59,7,1,,,,,,
Umgang,21,5.38,2.25,24,3.04,2.18,24,4.21,2.45,6,1,,,,,,
Umgebung,22,6.18,2.65,30,2.20,2.20,25,5.72,2.89,8,1,,,,,,
Umkehrung,22,4.91,1.90,26,2.38,2.35,23,2.83,2.35,9,1,,,,,,
Umsatz,28,6.29,1.98,26,4.42,2.80,20,5.00,3.15,6,4,,,,,,
Umstand,18,5.72,1.49,17,2.00,1.77,16,4.00,2.90,7,1,,,,,,
Umwälzung,29,4.10,1.50,21,4.19,3.14,13,3.31,2.46,9,1,,,,,,
Umwelt,24,6.00,2.32,19,5.79,2.64,28,5.86,2.27,6,4,,,,,,
Umzug,27,4.52,2.52,22,5.23,2.18,13,6.00,3.67,5,2,,,,,,
Unabhängigkeit,39,7.38,2.35,28,5.75,3.35,26,4.73,2.82,14,4,,,,,,
Unbehagen,26,2.08,2.24,29,5.55,2.64,21,5.33,2.46,9,2,,,,,,
Unbesonnenheit,24,2.92,1.98,39,4.18,2.86,23,2.96,2.67,14,1,,,,,,
Undank,25,2.80,2.55,22,5.27,2.76,22,4.00,2.98,6,2,,,,,,
Unfähigkeit,21,2.62,1.56,24,4.83,3.06,29,3.69,2.97,11,2,,,,,,
Ungleichgewicht,22,3.59,2.56,20,4.55,3.46,24,5.08,2.50,15,2,,,,,,
Unglück,29,1.31,2.22,31,7.13,2.35,19,5.05,3.36,7,2,,,,,,
Unglücksfall,32,1.44,2.30,21,6.95,2.92,17,5.47,3.06,12,2,,,,,,
Ungunst,35,2.31,1.92,24,5.25,2.91,14,3.29,2.97,7,2,,,,,,
Unheil,23,1.17,1.37,16,7.75,2.79,14,4.71,3.43,6,2,,,,,,
Universität,22,6.36,2.48,24,4.46,2.93,14,9.14,1.35,11,3,,,,,,
Unordnung,31,3.19,2.02,19,4.47,3.13,26,7.42,2.37,9,2,,,,,,
Unrecht,20,2.35,2.16,20,7.25,2.69,26,4.88,3.34,7,2,,,,,,
Unsicherheit,29,3.00,2.46,26,5.15,2.13,23,4.26,3.29,12,2,,,,,,
Unsinn,19,5.89,2.56,16,4.50,3.01,34,3.59,3.14,6,1,,,,,,
Unsterblichkeit,28,5.54,2.66,26,5.46,3.46,22,4.23,3.48,15,4,,,,,,
Untauglichkeit,32,2.75,2.27,21,4.38,2.84,25,2.48,2.58,14,1,,,,,,
Unterdrückung,32,1.66,2.66,33,6.73,2.73,25,5.04,2.84,13,2,,,,,,
Untergrund,24,4.83,2.39,28,4.50,2.70,19,5.32,2.00,10,1,,,,,,
Unterhalt,25,4.52,2.26,22,4.18,2.67,25,5.92,2.36,9,1,,,,,,
Unterhaltung,39,7.18,2.19,27,5.52,2.05,18,6.61,3.01,12,4,,,,,,
Unterlage,27,4.89,1.40,21,2.05,2.16,20,6.70,2.54,9,3,,,,,,
Unterleib,20,4.00,2.25,34,4.38,2.79,20,8.05,2.65,9,3,,,,,,
Unternehmen,34,4.94,1.86,25,2.72,2.59,20,5.55,3.15,11,1,,,,,,
Unternehmer,27,5.07,1.73,25,3.12,3.03,15,6.53,2.72,11,1,,,,,,
Unterricht,37,4.92,2.02,20,3.50,2.84,19,7.32,2.71,10,3,,,,,,
Unterscheidung,34,5.59,1.65,20,2.70,2.70,22,4.18,3.57,14,1,,,,,,
Unterschlagung,31,2.55,2.50,23,5.57,2.50,22,4.73,2.80,14,2,,,,,,
Unterschrift,29,5.59,2.23,28,3.36,2.92,21,8.67,2.22,12,3,,,,,,
Unterstützung,24,7.33,2.26,29,4.17,2.96,23,5.48,2.64,13,4,,,,,,
Untersuchung,28,4.11,1.89,23,4.78,2.35,20,7.20,2.04,12,2,,,,,,
Unterwelt,19,3.58,1.77,29,5.17,2.61,21,4.90,2.95,9,2,,,,,,
Unterwerfung,24,2.63,2.60,26,5.92,3.29,23,4.96,2.57,12,2,,,,,,
Unwahrheit,20,2.00,1.92,21,7.10,2.32,26,3.96,3.41,10,2,,,,,,
Unwirklichkeit,34,4.35,2.55,20,4.50,3.15,26,3.00,2.88,14,1,,,,,,
Unwissenheit,19,3.05,2.34,23,4.22,2.89,18,3.78,2.53,12,2,,,,,,
Unwohlsein,18,1.56,1.34,19,4.95,3.31,20,4.70,3.10,10,2,,,,,,
Unzufriedenheit,32,2.66,2.42,23,5.70,2.93,24,4.75,2.77,15,2,,,,,,
Urheber,31,4.48,1.95,30,2.23,2.13,17,6.24,2.51,7,1,,,,,,
Urlaub,24,9.00,1.25,29,7.28,2.14,32,7.50,2.58,6,4,,,,,,
Urlauber,26,6.58,2.27,24,2.96,3.07,23,8.70,1.64,8,3,,,,,,
Ursache,31,5.74,1.37,22,3.55,2.60,22,3.18,2.61,7,1,,,,,,
Ursprung,33,6.55,1.72,27,3.00,2.35,22,3.00,3.02,8,1,,,,,,
Utopie,27,5.22,1.99,28,5.57,2.92,21,4.19,2.77,6,4,,,,,,
Vampir,31,3.23,2.16,18,5.83,2.15,27,8.33,2.11,6,2,,,,,,
Vanille,27,7.70,1.56,18,3.28,2.47,27,8.26,1.81,7,3,,,,,,
Variante,33,6.18,1.65,17,3.35,2.78,18,3.22,3.02,8,1,,,,,,
Variation,13,5.62,1.98,27,3.07,2.42,18,3.94,2.67,9,1,,,,,,
Vase,25,6.24,1.64,20,1.25,1.45,24,9.08,2.04,4,3,,,,,,
Vater,27,7.63,1.45,22,5.82,3.02,26,9.00,1.44,5,4,,,,,,
Vaterunser,25,5.04,2.49,27,3.78,3.20,31,5.65,3.06,10,1,,,,,,
Vegetation,32,6.09,2.72,20,2.90,2.67,22,6.95,2.92,10,3,,,,,,
Vene,37,3.95,1.93,22,3.64,2.56,35,8.17,2.74,4,3,,,,,,
Ventil,18,5.50,1.76,15,2.67,3.06,15,8.07,2.09,6,3,,,,,,
Verachtung,32,2.09,2.54,21,6.81,2.60,21,4.38,2.91,10,2,,,,,,
Veranda,22,7.59,1.44,34,2.32,2.34,21,8.48,1.99,7,3,,,,,,
Veränderung,36,5.44,2.12,26,5.62,3.28,20,4.15,3.22,11,4,,,,,,
Veranlagung,21,5.10,2.17,18,3.56,2.77,31,4.23,3.02,11,1,,,,,,
Veranlassung,35,4.46,1.77,24,3.04,2.27,31,3.61,3.04,12,1,,,,,,
Veranstaltung,27,6.44,1.53,25,3.84,2.48,18,6.61,2.45,13,4,,,,,,
Verantwortung,32,6.41,1.85,26,5.35,2.88,22,4.36,2.90,13,4,,,,,,
Verarbeitung,34,5.71,1.73,22,3.36,2.80,26,4.88,2.82,12,1,,,,,,
Veräußerung,29,3.76,2.10,22,3.55,3.07,27,4.19,3.33,11,1,,,,,,
Verb,21,5.71,1.90,14,0.50,0.65,26,5.38,3.78,4,1,,,,,,
Verband,21,4.38,1.91,16,1.50,1.41,19,6.05,3.19,7,1,,,,,,
Verbesserung,29,7.07,2.94,21,4.19,2.36,24,4.96,3.54,12,4,,,,,,
Verbindlichkeit,20,5.55,2.44,26,3.96,2.57,12,5.08,3.00,15,1,,,,,,
Verbindung,25,6.24,1.76,21,4.24,2.90,16,5.88,2.03,10,4,,,,,,
Verbot,26,2.81,1.88,22,6.09,2.69,19,6.05,3.06,6,2,,,,,,
Verbrauch,23,4.57,1.75,25,2.52,2.55,31,4.90,3.00,9,1,,,,,,
Verbrechen,25,2.08,2.84,17,7.35,2.37,28,5.93,2.61,10,2,,,,,,
Verbreitung,36,4.75,1.52,27,2.56,2.49,20,3.70,2.83,11,1,,,,,,
Verbrennung,30,2.30,2.38,22,6.32,3.12,19,6.58,3.42,11,2,,,,,,
Verbrüderung,23,5.74,1.79,25,5.52,2.71,26,5.12,3.13,12,4,,,,,,
Verbund,23,5.30,1.94,26,2.92,2.73,13,4.77,2.42,7,1,,,,,,
Verdacht,32,3.16,1.85,28,5.39,2.28,14,4.21,3.21,8,2,,,,,,
Verdienst,28,7.36,1.62,28,3.93,2.14,23,6.09,2.79,9,4,,,,,,
Verdrossenheit,22,2.91,1.74,23,3.00,2.54,13,3.62,2.66,14,1,,,,,,
Verdruss,20,1.85,1.50,22,4.32,2.78,22,4.55,2.02,8,2,,,,,,
Verehrung,26,6.00,2.37,20,5.10,3.21,27,4.37,2.86,9,4,,,,,,
Vereinbarung,15,5.87,1.64,28,3.57,2.75,23,4.26,2.72,12,1,,,,,,
Vereinfachung,30,7.03,1.97,29,1.83,2.00,25,3.12,2.85,13,1,,,,,,
Vereinheitlichung,27,3.48,1.55,24,3.17,2.66,16,4.19,2.51,17,1,,,,,,
Vereinigung,23,7.30,2.40,20,5.50,2.89,18,4.33,2.09,11,4,,,,,,
Vereitelung,34,4.12,2.14,23,3.87,3.38,16,3.50,2.48,11,1,,,,,,
Vererbung,28,5.54,1.40,17,4.24,3.11,29,5.28,2.63,9,1,,,,,,
Verfahren,20,3.80,1.82,20,2.80,2.61,20,4.35,3.00,9,1,,,,,,
Verfassung,15,6.87,2.10,16,4.75,2.57,23,4.65,2.31,10,4,,,,,,
Verfügung,22,5.14,1.75,26,3.38,2.23,18,3.83,3.15,9,1,,,,,,
Vergangenheit,22,5.77,2.20,25,4.80,2.40,29,4.93,3.68,13,4,,,,,,
Vergewaltigung,22,0.91,2.94,22,8.86,1.88,17,7.06,3.11,14,2,,,,,,
Vergleich,27,5.41,2.17,13,3.08,2.78,17,4.47,3.91,9,1,,,,,,
Vergnügen,23,8.13,2.78,24,6.46,2.86,24,4.83,3.25,9,4,,,,,,
Vergünstigung,25,6.76,1.76,22,3.86,2.64,25,4.48,2.76,13,4,,,,,,
Vergütung,29,6.72,2.70,23,3.83,2.81,21,5.10,3.27,9,4,,,,,,
Verhaftung,23,1.09,1.47,29,6.45,2.89,21,6.62,2.82,10,2,,,,,,
Verhalten,20,5.45,1.28,32,4.31,2.93,22,4.09,2.96,9,1,,,,,,
Verhältnis,17,5.12,2.71,17,6.18,2.83,22,4.45,3.19,10,4,,,,,,
Verhandlung,27,4.89,2.42,31,5.00,2.72,19,5.00,2.71,11,1,,,,,,
Verhängnis,30,2.43,1.74,23,4.22,2.80,25,4.32,3.34,10,2,,,,,,
Verheimlichung,26,3.04,1.68,18,5.06,3.24,30,5.43,2.99,14,2,,,,,,
Verheißung,25,6.80,2.61,19,5.68,2.38,17,3.94,2.97,10,4,,,,,,
Verkauf,34,4.74,2.38,26,3.69,2.72,19,5.53,3.37,7,1,,,,,,
Verkehr,32,4.81,2.10,19,6.00,2.29,15,7.67,2.66,7,2,,,,,,
Verkleidung,38,5.42,2.36,32,3.34,2.55,25,7.64,2.23,11,3,,,,,,
Verlag,24,6.21,1.91,15,2.27,2.58,19,6.74,2.42,6,3,,,,,,
Verlauf,23,5.74,1.51,24,2.38,2.18,25,4.52,2.60,7,1,,,,,,
Verletzung,28,2.29,2.92,35,6.54,2.48,13,7.85,1.91,10,2,,,,,,
Verlobung,33,6.36,3.19,17,6.06,3.05,22,7.77,2.20,9,4,,,,,,
Verlust,23,1.04,1.87,27,7.52,2.34,18,4.50,2.85,7,2,,,,,,
Vermarktung,22,3.45,2.04,14,0.93,1.21,22,5.55,3.11,11,1,,,,,,
Vermeidung,19,3.84,2.17,30,4.20,2.78,13,3.00,3.58,10,1,,,,,,
Vermerk,30,4.87,1.38,25,2.36,2.46,25,5.44,2.65,7,1,,,,,,
Vermessenheit,26,3.38,1.68,32,4.19,2.84,19,3.74,2.47,13,1,,,,,,
Vermittlung,24,5.96,1.81,26,2.88,2.69,31,3.48,2.83,11,1,,,,,,
Vermögen,30,7.47,2.30,23,4.87,2.94,18,4.94,2.94,8,4,,,,,,
Vermutung,27,5.07,1.66,20,4.05,2.74,23,4.57,3.46,9,1,,,,,,
Vernichtung,22,1.50,1.30,30,7.53,2.76,24,5.79,2.81,11,2,,,,,,
Veröffentlichung,33,5.82,2.01,26,4.42,2.53,30,5.90,2.89,16,4,,,,,,
Verordnung,21,3.57,1.89,31,3.71,2.80,21,5.29,3.35,10,1,,,,,,
Verpackung,18,5.44,2.20,24,2.63,3.23,26,7.58,3.34,10,3,,,,,,
Verpflichtung,28,4.46,2.17,19,4.42,3.24,22,4.45,3.10,13,1,,,,,,
Verrat,30,1.17,1.56,24,7.79,2.30,21,4.71,2.78,6,2,,,,,,
Vers,25,6.24,2.15,29,2.86,2.26,17,8.12,2.34,4,3,,,,,,
Versammlung,29,4.72,1.51,36,4.22,2.55,18,8.06,2.39,11,3,,,,,,
Versäumnis,24,2.83,2.51,24,6.50,2.19,21,4.43,3.16,10,2,,,,,,
Verschlechterung,22,2.45,2.22,25,5.28,2.21,29,4.62,3.52,16,2,,,,,,
Verschleierung,29,3.21,2.86,22,5.41,3.26,11,4.18,2.99,14,2,,,,,,
Verschluss,22,4.59,2.02,28,2.89,2.60,23,7.48,1.68,10,3,,,,,,
Verschmutzung,26,1.85,1.59,24,3.33,3.12,23,7.17,2.77,13,2,,,,,,
Verschuldung,35,1.60,2.33,24,4.83,3.40,19,5.58,3.01,12,2,,,,,,
Versendung,25,5.36,1.98,19,1.84,1.86,21,4.29,2.69,10,1,,,,,,
Verseuchung,19,1.53,2.93,33,6.03,2.73,19,5.42,2.95,11,2,,,,,,
Version,30,5.20,1.63,26,1.96,2.07,14,4.36,3.89,7,1,,,,,,
Versorger,26,5.19,2.25,26,3.38,2.76,26,5.38,2.59,9,1,,,,,,
Versorgung,32,6.03,2.24,19,3.74,2.47,17,4.12,2.03,10,1,,,,,,
Verstand,31,7.90,1.78,23,5.30,2.44,26,3.46,2.93,8,4,,,,,,
Verständlichkeit,23,7.43,2.00,23,2.78,2.19,19,5.05,3.21,16,1,,,,,,
Verständnis,33,7.24,2.11,26,3.23,2.94,21,4.52,2.34,11,1,,,,,,
Versuch,20,5.75,2.53,36,4.11,2.90,24,4.83,2.60,7,1,,,,,,
Versuchung,23,6.13,2.18,22,6.86,2.78,20,4.80,3.04,10,4,,,,,,
Verteidigung,24,5.33,2.12,28,6.25,3.27,23,5.13,2.53,12,4,,,,,,
Verteilung,31,5.10,1.72,34,2.24,2.66,26,4.58,2.93,10,1,,,,,,
Vertrag,30,4.90,2.26,26,3.58,2.28,27,8.26,1.97,7,3,,,,,,
Vertrauen,26,8.92,1.98,18,5.61,3.22,15,4.27,2.60,9,4,,,,,,
Vertrauenswürdigkeit,22,7.41,2.20,23,5.04,2.98,23,4.22,2.81,20,4,,,,,,
Vertreter,17,3.24,2.19,31,2.29,2.87,18,5.56,2.09,9,1,,,,,,
Vertretung,21,5.24,1.61,23,1.96,2.12,23,5.04,3.17,10,1,,,,,,
Verunreinigung,23,1.65,1.37,28,4.64,2.57,27,6.22,2.47,14,2,,,,,,
Vervielfältigung,23,5.22,1.86,20,2.80,3.09,25,6.40,2.93,16,1,,,,,,
Verwahrung,23,3.09,2.02,20,3.40,2.78,24,3.96,2.77,10,1,,,,,,
Verwaltung,35,3.43,1.90,29,2.62,2.96,25,5.44,2.68,10,1,,,,,,
Verweigerung,19,3.53,1.84,26,5.38,3.14,24,4.96,2.97,12,2,,,,,,
Verwendung,24,5.04,0.95,27,1.78,2.03,26,4.35,2.65,10,1,,,,,,
Verwertung,23,4.17,2.04,23,3.17,2.77,24,3.92,3.09,10,1,,,,,,
Verwirrung,31,3.52,2.03,19,4.05,2.68,25,5.24,2.85,10,1,,,,,,
Verwunderung,24,6.17,1.79,23,4.39,2.41,22,4.14,2.49,12,1,,,,,,
Verzeichnis,25,5.20,1.00,23,1.65,2.01,24,5.50,2.47,11,1,,,,,,
Verzerrung,22,3.45,2.18,28,4.57,3.19,24,3.96,2.79,10,2,,,,,,
Verzicht,17,4.18,2.07,29,4.31,2.94,26,5.19,2.73,8,1,,,,,,
Verzierung,37,6.43,2.01,30,3.50,2.98,19,7.58,2.14,10,3,,,,,,
Verzögerung,21,2.81,2.09,34,4.44,2.86,22,4.36,2.68,11,2,,,,,,
Veto,20,4.95,2.04,21,4.67,2.65,15,4.07,3.84,4,1,,,,,,
Vetter,28,4.82,2.07,23,1.26,1.57,25,7.76,2.62,6,3,,,,,,
Vibration,29,5.48,1.35,26,6.46,2.69,24,6.54,3.08,9,4,,,,,,
